spider_oid,spider_fststake,spider_lststake,spider_direction,spider_dist,spider_postdate,spider_ref,START_TIME,END_TIME,spider_status,fake_dist,fake_direction,event_type,reason,event_source,start_time,end_time,loc_name,cycle,begin_end,ref_point,ref_point_type,description,is_sure,speed,available,occupy,weather,city,link_info
150006,K2097,K2097,联丰分叉-青口枢纽,0.0,2016-08-06 20:17:50,http://appserver.fjgsgl.cn/NewFJGSWechatAPIServer/index.php/userautoserver/showtrafficinfo?tab=1,2016-08-06 16:28:10,,,,,,1,福建高速公路,1470472090000,0,G15|沈海高速,,,"119.328 ,25.8561",4,G15线沈海高速福泉福州段厦门、泉州往福州方向K2097处（距兰圃所约10公里），发生交通事故，占用主车道和紧急停车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
132102,K117,K117,仙游龙华收费站-洛江北收费站,0.0,2016-07-09 12:35:59,http://appserver.fjgsgl.cn/NewFJGSWechatAPIServer/index.php/userautoserver/showtrafficinfo?tab=1,2016-07-09 18:40:01,,,,,,1,福建高速公路,1468060801000,0,S35|S35线沈海复线,,,"118.607 ,25.2874",4,S35线沈海复线泉州段莆田往泉州方向K117处（距洛江北收费站约5公里），发生地质灾害，事故占用主车道、紧急停车带，该路段目前单车道通行，请途经车辆谨慎驾驶。,0,,,,,,
126128,K148+100,K148+100,政和收费站-范屯枢纽,0.0,2016-05-09 17:37:14,http://appserver.fjgsgl.cn/NewFJGSWechatAPIServer/index.php/userautoserver/showtrafficinfo?tab=1,2016-05-09 17:40:25,,,,,,1,福建高速公路,1462786825000,0,G1514|宁上高速,,,"118.742 ,27.355",4,G1514线宁上高速政和段宁德往武夷山方向K148+100处（过佛子山服务区约1公里），发生地质灾害，占用主车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
126022,k24.0,k0.0,漳平新桥收费站-岭头枢纽,-1,2016-05-08 22:27:09,http://appserver.fjgsgl.cn/NewFJGSWechatAPIServer/index.php/userautoserver/showtrafficinfo?tab=1,2016-05-08 22:28:10,,,,,,1,福建高速公路,1462717690000,0,S7211|永漳高速,,,"117.663 ,24.672",4,S7211线永漳高速永安段漳平往大田方向（岭头枢纽，距西洋收费站约9公里）发生地质灾害，现实施临时交通管制：漳平往大田方向岭头枢纽匝道封闭，往大田方向车辆绕行泉南高速至西洋收费站下高速，再从西洋收费站上泉南高速行驶，请途经车辆注意绕行。,0,,,,,,
151100,K2237,K2237,池店收费站-泉州收费站,0.0,2016-08-18 17:23:59,14,2016-08-18 17:25:33,,,,,,2,福建高速公路,1471512333000,0,G15|沈海高速,,,"118.624 ,24.9",4,G15线沈海高速泉厦泉州段厦门往福州方向K2237处（距泉州收费站约6公里，大坪山隧道货车车道）正在养护施工，布控货车车道，目前道路可正常通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
151094,K135+860,K135+860,政和收费站-杨源收费站,0.0,2016-08-18 16:08:47,14,2016-08-18 16:07:22,,,,,,2,福建高速公路,1471507642000,0,G1514|宁上高速,,,"118.865 ,27.2884",4,G1514线宁上高速政和段武夷山往政和方向K135+860处（过政和收费站约8公里，地平隧道内），正在养护施工，占用主车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
151089,K122+600,K122+600,洛江北收费站-仙游龙华收费站,0.0,2016-08-18 15:42:56,14,2016-08-18 15:44:30,,,,,,2,福建高速公路,1471506270000,0,S35|S35线沈海复线,,,"118.597 ,25.2398",4,S35线沈海复线泉州段厦门往莆田方向K122+600—117+800处(白石格隧道内、过洛江北收费站约1公里)，正在养护施工，占用慢车道，该路段目前主、超车道可正常通行，请途经车辆谨慎驾驶。,0,,,,,,
151092,K99,K93,洋中收费站-金沙收费站,6000.0,2016-08-18 15:42:08,14,2016-08-18 15:43:31,,,,,,2,福建高速公路,1471506211000,0,G70|福银高速,,,"118.622 ,26.2197",4,G70线福银高速福州段南平、三明往福州方向K99—K93美菰林隧道内（距金沙收费所约8公里）正在养护施工，占用主车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
151088,K75,K74+800,金山收费站-南靖丰田收费站,200.00000000000284,2016-08-18 14:34:54,14,2016-08-18 14:37:21,,,,,,2,福建高速公路,1471502241000,0,G76|厦蓉高速,,,"117.439 ,24.6724",4,G76线厦蓉高速漳州段龙岩往漳州方向K75至K74+800处（距南靖丰田收费所约3公里）正在养护施工，占用紧急停车带，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
151082,K2811,K2811,建瓯川石收费站-范屯枢纽,0.0,2016-08-18 13:54:19,14,2016-08-18 13:56:13,,,,,,2,福建高速公路,1471499773000,0,G25|长深高速,,,"118.697 ,27.2767",4,G25线长深高速建瓯段松溪往建瓯方向K2811处（过川石收费站约4公里，慈口隧道内），正在养护施工，占用超车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
151076,K2329+100,K2329+300,福井分叉-漳州枢纽,200.00000000027285,2016-08-18 12:21:19,14,2016-08-18 12:19:26,,,,,,2,福建高速公路,1471493966000,0,G15|沈海高速,,,"117.867 ,24.5352",4,G15线沈海高速厦漳漳州段厦门往漳州方向K2329+100至K2329+300处(距漳州收费所约9公里)正在养护施工，占用紧急停车带，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
151072,K67,K67,天宝枢纽-南靖丰田收费站,0.0,2016-08-18 11:39:58,14,2016-08-18 11:39:00,,,,,,2,福建高速公路,1471491540000,0,G76|厦蓉高速,,,"117.504 ,24.6397",4,G76线厦蓉高速漳州段漳州往龙岩方向K67处（风霜岭隧道，距南靖丰田收费所约5公里）正在养护施工，占用主车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
151071,K63+400,K63+500,天宝枢纽-南靖丰田收费站,100.00000000000142,2016-08-18 11:38:29,14,2016-08-18 11:36:43,,,,,,2,福建高速公路,1471491403000,0,G76|厦蓉高速,,,"117.538 ,24.6311",4,G76线厦蓉高速漳州段漳州往龙岩方向K63+400至K63+500处（距南靖丰田收费所约9公里）正在养护施工，占用主车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
151035,K1889,K1889,柏洋收费站-牙城收费站,0.0,2016-08-18 08:15:58,14,2016-08-18 11:00:14,,,,,,2,福建高速公路,1471489214000,0,G15|沈海高速,,,"120.239 ,27.0571",4,G15线沈海高速福鼎段K1889公里处（柏洋收费站），正在养护施工，现实行交通管制：柏洋收费站入口禁止上高速。柏洋收费站上高速车辆改由太姥山收费站上高速，请途经车辆注意绕行。,0,,,,,,
151058,K296,K296,高陂收费站-上北枢纽,0.0,2016-08-18 09:25:42,14,2016-08-18 09:24:15,,,,,,2,福建高速公路,1471483455000,0,S12|莆永高速,,,"116.896 ,24.9661",4,S12线莆永高速永定段龙岩往永定方向K296处（高陂隧道内，过高陂收费站约4公里）正在养护施工，占用超车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
151048,k3139.0,k3160.0,朋口收费站-北村枢纽,-1,2016-08-18 09:04:44,14,2016-08-18 09:05:50,,,,,,2,福建高速公路,1471482350000,0,G25|长深高速,,,"116.667 ,25.4499",4,G25线长深高速连城段三明往梅州方向3149+700处（距新泉服务区约8公里）正在养护施工，占用主车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
151052,K181+867,K181+867,跃村枢纽-青州收费站,0.0,2016-08-18 09:02:29,14,2016-08-18 09:02:16,,,,,,2,福建高速公路,1471482136000,0,G70|福银高速,,,"118.103 ,26.5186",4,G70线福银高速延平段福州往南平方向K181+867处（过塔前服务区约11公里，跃村隧道内），正在养护施工，占用主车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
151043,K2019,2021+200,丹阳收费站-水古收费站,2200.0000000000455,2016-08-18 08:25:43,14,2016-08-18 08:50:12,,,,,,2,福建高速公路,1471481412000,0,G15|沈海高速,,,"119.493 ,26.4129",4,G15线沈海高速罗长段福州往宁德方向K2019-2021+200处（过丹阳收费站约5公里）正在养护施工，占用超车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
151046,K166,K166,跃村枢纽-尤溪收费站,0.0,2016-08-18 08:50:26,14,2016-08-18 08:48:19,,,,,,2,福建高速公路,1471481299000,0,G70|福银高速,,,"118.171 ,26.4296",4,G70线福银高速延平段南平往福州方向K166处（过塔前服务区约4公里），正在养护施工，占用主车道和应急车道，该路段目前单车道通行，道路通行比较缓慢，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
151039,K2330+800,K2330+800,福井分叉-漳州枢纽,0.0,2016-08-18 08:13:44,14,2016-08-18 08:11:52,,,,,,2,福建高速公路,1471479112000,0,G15|沈海高速,,,"117.854 ,24.5233",4,G15线沈海高速厦漳漳州段厦门往漳州方向K2330+800处(距漳州收费所约8公里)正在养护施工，占用主车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
151038,K2334+500,K2334+500,漳州枢纽-福井分叉,0.0,2016-08-18 08:12:12,14,2016-08-18 08:10:55,,,,,,2,福建高速公路,1471479055000,0,G15|沈海高速,,,"117.82 ,24.5093",4,G15线沈海高速厦漳漳州段漳州往厦门方向K2334+500处(过漳州收费所约4公里)正在养护施工，占用主车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
151036,K2332+700,K2332+700,漳州枢纽-福井分叉,0.0,2016-08-18 08:09:11,14,2016-08-18 08:08:21,,,,,,2,福建高速公路,1471478901000,0,G15|沈海高速,,,"117.836 ,24.5162",4,G15线沈海高速厦漳漳州段漳州往厦门方向K2332+700处(过漳州收费所约6公里)正在养护施工，占用主车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
151029,K1998,K1997,飞鸾岭收费站-罗源收费站,1000.0,2016-08-18 07:50:29,14,2016-08-18 07:51:47,,,,,,2,福建高速公路,1471477907000,0,G15|沈海高速,,,"119.588 ,26.5557",4,G15线沈海高速罗宁段宁德往福州方向K1998-K1997(过飞鸾收费站约4公里）正在养护施工，占用主车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
151030,K209,K209,和平枢纽-溪南收费站,0.0,2016-08-18 07:48:13,14,2016-08-18 07:47:02,,,,,,2,福建高速公路,1471477622000,0,S12|莆永高速,,,"117.498 ,25.3418",4,S12线莆永高速漳平段永定往永春方向K209处（仁阁隧道内，过漳平收费站约10公里）正在养护施工，占用主车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
151024,K41,K35,永泰梧桐收费站-永泰西收费站,6000.0,2016-08-18 07:34:44,14,2016-08-18 07:33:03,,,,,,2,福建高速公路,1471476783000,0,S35|S35线沈海复线,,,"118.916 ,25.8403",4,S35线沈海复线福永段仙游往福州方向K41（距永泰西收费所约1公里）—K35（距永泰东收费所约4公里）正在养护施工，占用应急车道，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
150647,K36+400,K36+400,白龙枢纽-闽侯收费站,0.0,2016-08-13 13:47:33,14,2016-08-18 07:29:38,,,,,,2,福建高速公路,1471476578000,0,G70|福银高速,,,"119.145 ,26.1051",4,G70线福银高速福州段福州往南平、三明方向K36+400（距闽侯收费所约4公里）正在养护施工，占用主车道和应急车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
151023,K75+800,K85,闽清收费站-金沙收费站,9200.000000000004,2016-08-18 07:27:13,14,2016-08-18 07:28:20,,,,,,2,福建高速公路,1471476500000,0,G70|福银高速,,,"118.811 ,26.1845",4,G70线福银高速福州段福州往南平、三明方向K75+800（距闽清收费所约3公里）—K85（距金沙收费所约300米）区间正在养护施工，占用快车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
151021,K2255,K2256,晋江收费站-内坑枢纽,1000.0,2016-08-18 07:12:12,14,2016-08-18 07:13:06,,,,,,2,福建高速公路,1471475586000,0,G15|沈海高速,,,"118.496 ,24.7946",4,G15线沈海高速泉厦泉州段泉州往厦门方向K2255-K2256处（过晋江收费站约4公里）正在养护施工，占用第三、四车道，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
151012,K27+350,K27+350,云埔枢纽-安溪龙门收费站,0.0,2016-08-17 21:55:29,14,2016-08-17 21:54:13,,,,,,2,福建高速公路,1471442053000,0,、S30厦沙高速厦门段厦门往安溪方向K27+350处（过凤南收费站约14公里）正在养护施工，占用第二、应急车道，请途经车辆谨慎驾驶，提前减速。|,,,"118.074 ,24.8072",4,、S30厦沙高速厦门段厦门往安溪方向K27+350处（过凤南收费站约14公里）正在养护施工，占用第二、应急车道，请途经车辆谨慎驾驶，提前减速。,0,,,,,,
